orig_image,mask_image
images\channel10_202401291942491406918_@010079.bmp,masks\channel10_202401291942491406918_@010079.bmp
images\channel10_202401291942491406918_@013050.bmp,masks\channel10_202401291942491406918_@013050.bmp
images\channel10_202401291942491406918_@013121.bmp,masks\channel10_202401291942491406918_@013121.bmp
images\channel10_202401291942491406918_@013176.bmp,masks\channel10_202401291942491406918_@013176.bmp
images\channel10_202401291942491406918_@013208.bmp,masks\channel10_202401291942491406918_@013208.bmp
images\channel10_202401291942491406918_@013869.bmp,masks\channel10_202401291942491406918_@013869.bmp
images\channel10_202401291942491406918_@014127.bmp,masks\channel10_202401291942491406918_@014127.bmp
images\channel10_202401291942491406918_@015290.bmp,masks\channel10_202401291942491406918_@015290.bmp
images\channel10_202401291942491406918_@016427.bmp,masks\channel10_202401291942491406918_@016427.bmp
images\channel10_202401291942491406918_@016456.bmp,masks\channel10_202401291942491406918_@016456.bmp
images\channel10_202401291942491406918_@016557.bmp,masks\channel10_202401291942491406918_@016557.bmp
images\channel10_202401291942491406918_@016621.bmp,masks\channel10_202401291942491406918_@016621.bmp
images\channel10_202401291942491406918_@016646.bmp,masks\channel10_202401291942491406918_@016646.bmp
images\channel10_202401291942491406918_@017471.bmp,masks\channel10_202401291942491406918_@017471.bmp
images\channel10_202401291942491406918_@018380.bmp,masks\channel10_202401291942491406918_@018380.bmp
images\channel10_202401291942491406918_@018418.bmp,masks\channel10_202401291942491406918_@018418.bmp
images\channel10_202401291942491406918_@018590.bmp,masks\channel10_202401291942491406918_@018590.bmp
images\channel10_202401291942491406918_@018664.bmp,masks\channel10_202401291942491406918_@018664.bmp
images\channel10_202401291942491406918_@019883.bmp,masks\channel10_202401291942491406918_@019883.bmp
images\channel10_202401291942491406918_@021580.bmp,masks\channel10_202401291942491406918_@021580.bmp
images\channel10_202401291942491406918_@025745.bmp,masks\channel10_202401291942491406918_@025745.bmp
images\channel10_202401291942491406918_@027850.bmp,masks\channel10_202401291942491406918_@027850.bmp
images\channel10_202401291942491406918_@034979.bmp,masks\channel10_202401291942491406918_@034979.bmp
images\channel10_202401291942491406918_@035796.bmp,masks\channel10_202401291942491406918_@035796.bmp
images\channel10_202401291942491406918_@038124.bmp,masks\channel10_202401291942491406918_@038124.bmp
images\channel10_202401291942491406918_@038191.bmp,masks\channel10_202401291942491406918_@038191.bmp
images\channel10_202401291942491406918_@038244.bmp,masks\channel10_202401291942491406918_@038244.bmp
images\channel10_202401291942491406918_@038796.bmp,masks\channel10_202401291942491406918_@038796.bmp
images\channel10_202401291942491406918_@039091.bmp,masks\channel10_202401291942491406918_@039091.bmp
images\channel10_202401291942491406918_@039248.bmp,masks\channel10_202401291942491406918_@039248.bmp
images\channel10_202401291942491406918_@039315.bmp,masks\channel10_202401291942491406918_@039315.bmp
images\channel10_202401291942491406918_@040609.bmp,masks\channel10_202401291942491406918_@040609.bmp
images\channel10_202401291942491406918_@040843.bmp,masks\channel10_202401291942491406918_@040843.bmp
images\channel10_202401291942491406918_@041099.bmp,masks\channel10_202401291942491406918_@041099.bmp
images\channel10_202401291942491406918_@041686.bmp,masks\channel10_202401291942491406918_@041686.bmp
images\channel10_202401291942491406918_@043898.bmp,masks\channel10_202401291942491406918_@043898.bmp
images\channel10_202401291942491406918_@043939.bmp,masks\channel10_202401291942491406918_@043939.bmp
images\channel10_202401291942491406918_@044756.bmp,masks\channel10_202401291942491406918_@044756.bmp
images\channel10_202401291942491406918_@046357.bmp,masks\channel10_202401291942491406918_@046357.bmp
images\channel10_202401291942491406918_@052648.bmp,masks\channel10_202401291942491406918_@052648.bmp
images\channel11_202401291942491556193_@000030.bmp,masks\channel11_202401291942491556193_@000030.bmp
images\channel11_202401291942491556193_@000444.bmp,masks\channel11_202401291942491556193_@000444.bmp
images\channel11_202401291942491556193_@000691.bmp,masks\channel11_202401291942491556193_@000691.bmp
images\channel11_202401291942491556193_@000758.bmp,masks\channel11_202401291942491556193_@000758.bmp
images\channel11_202401291942491556193_@001174.bmp,masks\channel11_202401291942491556193_@001174.bmp
images\channel11_202401291942491556193_@001269.bmp,masks\channel11_202401291942491556193_@001269.bmp
images\channel11_202401291942491556193_@001491.bmp,masks\channel11_202401291942491556193_@001491.bmp
images\channel11_202401291942491556193_@001803.bmp,masks\channel11_202401291942491556193_@001803.bmp
images\channel11_202401291942491556193_@002142.bmp,masks\channel11_202401291942491556193_@002142.bmp
images\channel11_202401291942491556193_@002224.bmp,masks\channel11_202401291942491556193_@002224.bmp
images\channel11_202401291942491556193_@002707.bmp,masks\channel11_202401291942491556193_@002707.bmp
images\channel11_202401291942491556193_@002943.bmp,masks\channel11_202401291942491556193_@002943.bmp
images\channel11_202401291942491556193_@003036.bmp,masks\channel11_202401291942491556193_@003036.bmp
images\channel11_202401291942491556193_@003215.bmp,masks\channel11_202401291942491556193_@003215.bmp
images\channel11_202401291942491556193_@003389.bmp,masks\channel11_202401291942491556193_@003389.bmp
images\channel11_202401291942491556193_@003421.bmp,masks\channel11_202401291942491556193_@003421.bmp
images\channel11_202401291942491556193_@003924.bmp,masks\channel11_202401291942491556193_@003924.bmp
images\channel11_202401291942491556193_@009796.bmp,masks\channel11_202401291942491556193_@009796.bmp
images\channel11_202401291942491556193_@009827.bmp,masks\channel11_202401291942491556193_@009827.bmp
images\channel11_202401291942491556193_@010261.bmp,masks\channel11_202401291942491556193_@010261.bmp
images\channel11_202401291942491556193_@010334.bmp,masks\channel11_202401291942491556193_@010334.bmp
images\channel11_202401291942491556193_@017127.bmp,masks\channel11_202401291942491556193_@017127.bmp
images\channel11_202401291942491556193_@017133.bmp,masks\channel11_202401291942491556193_@017133.bmp
images\channel11_202401291942491556193_@017205.bmp,masks\channel11_202401291942491556193_@017205.bmp
images\channel11_202401291942491556193_@018640.bmp,masks\channel11_202401291942491556193_@018640.bmp
images\channel11_202401291942491556193_@019406.bmp,masks\channel11_202401291942491556193_@019406.bmp
images\channel11_202401291942491556193_@023877.bmp,masks\channel11_202401291942491556193_@023877.bmp
images\channel11_202401291942491556193_@024171.bmp,masks\channel11_202401291942491556193_@024171.bmp
images\channel11_202401291942491556193_@026845.bmp,masks\channel11_202401291942491556193_@026845.bmp
images\channel11_202401291942491556193_@027472.bmp,masks\channel11_202401291942491556193_@027472.bmp
images\channel11_202401291942491556193_@078220.bmp,masks\channel11_202401291942491556193_@078220.bmp
images\channel11_202401291942491556193_@078397.bmp,masks\channel11_202401291942491556193_@078397.bmp
images\channel11_202401291942491556193_@078398.bmp,masks\channel11_202401291942491556193_@078398.bmp
images\channel11_202401291942491556193_@079379.bmp,masks\channel11_202401291942491556193_@079379.bmp
images\channel11_202401291942491556193_@079734.bmp,masks\channel11_202401291942491556193_@079734.bmp
images\channel11_202401291942491556193_@079826.bmp,masks\channel11_202401291942491556193_@079826.bmp
images\channel11_202401291942491556193_@079913.bmp,masks\channel11_202401291942491556193_@079913.bmp
images\channel11_202401291942491556193_@079927.bmp,masks\channel11_202401291942491556193_@079927.bmp
images\channel11_202401291942491556193_@080042.bmp,masks\channel11_202401291942491556193_@080042.bmp
images\channel11_202401291942491556193_@080100.bmp,masks\channel11_202401291942491556193_@080100.bmp
images\channel11_202401291942491556193_@080221.bmp,masks\channel11_202401291942491556193_@080221.bmp
images\channel11_202401291942491556193_@080225.bmp,masks\channel11_202401291942491556193_@080225.bmp
images\channel11_202401291942491556193_@080235.bmp,masks\channel11_202401291942491556193_@080235.bmp
images\channel11_202401291942491556193_@080241.bmp,masks\channel11_202401291942491556193_@080241.bmp
images\channel11_202401291942491556193_@080249.bmp,masks\channel11_202401291942491556193_@080249.bmp
images\channel11_202401291942491556193_@080255.bmp,masks\channel11_202401291942491556193_@080255.bmp
images\channel11_202401291942491556193_@080268.bmp,masks\channel11_202401291942491556193_@080268.bmp
images\channel11_202401291942491556193_@080284.bmp,masks\channel11_202401291942491556193_@080284.bmp
images\channel11_202401291942491556193_@080295.bmp,masks\channel11_202401291942491556193_@080295.bmp
images\channel11_202401291942491556193_@080327.bmp,masks\channel11_202401291942491556193_@080327.bmp
images\channel11_202401291942491556193_@080336.bmp,masks\channel11_202401291942491556193_@080336.bmp
images\channel11_202401291942491556193_@080356.bmp,masks\channel11_202401291942491556193_@080356.bmp
images\channel11_202401291942491556193_@080375.bmp,masks\channel11_202401291942491556193_@080375.bmp
images\channel11_202401291942491556193_@081076.bmp,masks\channel11_202401291942491556193_@081076.bmp
images\channel11_202401291942491556193_@081390.bmp,masks\channel11_202401291942491556193_@081390.bmp
images\channel11_202401291942491556193_@081461.bmp,masks\channel11_202401291942491556193_@081461.bmp
images\channel11_202401291942491556193_@081922.bmp,masks\channel11_202401291942491556193_@081922.bmp
images\channel12_202401291942491785799_@006312.bmp,masks\channel12_202401291942491785799_@006312.bmp
images\channel12_202401291942491785799_@008039.bmp,masks\channel12_202401291942491785799_@008039.bmp
images\channel12_202401291942491785799_@008853.bmp,masks\channel12_202401291942491785799_@008853.bmp
images\channel12_202401291942491785799_@009574.bmp,masks\channel12_202401291942491785799_@009574.bmp
images\channel12_202401291942491785799_@009754.bmp,masks\channel12_202401291942491785799_@009754.bmp
images\channel12_202401291942491785799_@009847.bmp,masks\channel12_202401291942491785799_@009847.bmp
images\channel12_202401291942491785799_@009934.bmp,masks\channel12_202401291942491785799_@009934.bmp
images\channel12_202401291942491785799_@010481.bmp,masks\channel12_202401291942491785799_@010481.bmp
images\channel12_202401291942491785799_@011742.bmp,masks\channel12_202401291942491785799_@011742.bmp
images\channel12_202401291942491785799_@013910.bmp,masks\channel12_202401291942491785799_@013910.bmp
images\channel12_202401291942491785799_@015084.bmp,masks\channel12_202401291942491785799_@015084.bmp
images\channel12_202401291942491785799_@016981.bmp,masks\channel12_202401291942491785799_@016981.bmp
images\channel12_202401291942491785799_@017441.bmp,masks\channel12_202401291942491785799_@017441.bmp
images\channel12_202401291942491785799_@023600.bmp,masks\channel12_202401291942491785799_@023600.bmp
images\channel12_202401291942491785799_@024750.bmp,masks\channel12_202401291942491785799_@024750.bmp
images\channel12_202401291942491785799_@032722.bmp,masks\channel12_202401291942491785799_@032722.bmp
images\channel12_202401291942491785799_@033687.bmp,masks\channel12_202401291942491785799_@033687.bmp
images\channel12_202401291942491785799_@034107.bmp,masks\channel12_202401291942491785799_@034107.bmp
images\channel12_202401291942491785799_@034683.bmp,masks\channel12_202401291942491785799_@034683.bmp
images\channel12_202401291942491785799_@035861.bmp,masks\channel12_202401291942491785799_@035861.bmp
images\channel12_202401291942491785799_@040577.bmp,masks\channel12_202401291942491785799_@040577.bmp
images\channel12_202401291942491785799_@041842.bmp,masks\channel12_202401291942491785799_@041842.bmp
images\channel12_202401291942491785799_@043174.bmp,masks\channel12_202401291942491785799_@043174.bmp
images\channel12_202401291942491785799_@045588.bmp,masks\channel12_202401291942491785799_@045588.bmp
images\channel12_202401291942491785799_@048335.bmp,masks\channel12_202401291942491785799_@048335.bmp
images\channel12_202401291942491785799_@051203.bmp,masks\channel12_202401291942491785799_@051203.bmp
images\channel12_202401291942491785799_@053295.bmp,masks\channel12_202401291942491785799_@053295.bmp
images\channel12_202401291942491785799_@054197.bmp,masks\channel12_202401291942491785799_@054197.bmp
images\channel12_202401291942491785799_@054915.bmp,masks\channel12_202401291942491785799_@054915.bmp
images\channel12_202401291942491785799_@059029.bmp,masks\channel12_202401291942491785799_@059029.bmp
images\channel12_202401291942491785799_@059160.bmp,masks\channel12_202401291942491785799_@059160.bmp
images\channel12_202401291942491785799_@062501.bmp,masks\channel12_202401291942491785799_@062501.bmp
images\channel12_202401291942491785799_@063959.bmp,masks\channel12_202401291942491785799_@063959.bmp
images\channel12_202401291942491785799_@065279.bmp,masks\channel12_202401291942491785799_@065279.bmp
images\channel12_202401291942491785799_@066409.bmp,masks\channel12_202401291942491785799_@066409.bmp
images\channel12_202401291942491785799_@080661.bmp,masks\channel12_202401291942491785799_@080661.bmp
images\channel12_202401291942491785799_@081109.bmp,masks\channel12_202401291942491785799_@081109.bmp
images\channel12_202401291942491785799_@082567.bmp,masks\channel12_202401291942491785799_@082567.bmp
images\channel13_202401291942492009653_@000551.bmp,masks\channel13_202401291942492009653_@000551.bmp
images\channel13_202401291942492009653_@000635.bmp,masks\channel13_202401291942492009653_@000635.bmp
images\channel13_202401291942492009653_@000653.bmp,masks\channel13_202401291942492009653_@000653.bmp
images\channel13_202401291942492009653_@000700.bmp,masks\channel13_202401291942492009653_@000700.bmp
images\channel13_202401291942492009653_@000810.bmp,masks\channel13_202401291942492009653_@000810.bmp
images\channel13_202401291942492009653_@000821.bmp,masks\channel13_202401291942492009653_@000821.bmp
images\channel13_202401291942492009653_@000874.bmp,masks\channel13_202401291942492009653_@000874.bmp
images\channel13_202401291942492009653_@000931.bmp,masks\channel13_202401291942492009653_@000931.bmp
images\channel13_202401291942492009653_@001136.bmp,masks\channel13_202401291942492009653_@001136.bmp
images\channel13_202401291942492009653_@001341.bmp,masks\channel13_202401291942492009653_@001341.bmp
images\channel13_202401291942492009653_@001432.bmp,masks\channel13_202401291942492009653_@001432.bmp
images\channel13_202401291942492009653_@001610.bmp,masks\channel13_202401291942492009653_@001610.bmp
images\channel13_202401291942492009653_@002065.bmp,masks\channel13_202401291942492009653_@002065.bmp
images\channel13_202401291942492009653_@002082.bmp,masks\channel13_202401291942492009653_@002082.bmp
images\channel13_202401291942492009653_@002091.bmp,masks\channel13_202401291942492009653_@002091.bmp
images\channel13_202401291942492009653_@002115.bmp,masks\channel13_202401291942492009653_@002115.bmp
images\channel13_202401291942492009653_@002167.bmp,masks\channel13_202401291942492009653_@002167.bmp
images\channel13_202401291942492009653_@002198.bmp,masks\channel13_202401291942492009653_@002198.bmp
images\channel13_202401291942492009653_@002210.bmp,masks\channel13_202401291942492009653_@002210.bmp
images\channel13_202401291942492009653_@002234.bmp,masks\channel13_202401291942492009653_@002234.bmp
images\channel13_202401291942492009653_@002774.bmp,masks\channel13_202401291942492009653_@002774.bmp
images\channel13_202401291942492009653_@003159.bmp,masks\channel13_202401291942492009653_@003159.bmp
images\channel13_202401291942492009653_@003526.bmp,masks\channel13_202401291942492009653_@003526.bmp
images\channel13_202401291942492009653_@003671.bmp,masks\channel13_202401291942492009653_@003671.bmp
images\channel13_202401291942492009653_@017490.bmp,masks\channel13_202401291942492009653_@017490.bmp
images\channel13_202401291942492009653_@018083.bmp,masks\channel13_202401291942492009653_@018083.bmp
images\channel13_202401291942492009653_@018979.bmp,masks\channel13_202401291942492009653_@018979.bmp
images\channel13_202401291942492009653_@020949.bmp,masks\channel13_202401291942492009653_@020949.bmp
images\channel13_202401291942492009653_@021213.bmp,masks\channel13_202401291942492009653_@021213.bmp
images\channel13_202401291942492009653_@021259.bmp,masks\channel13_202401291942492009653_@021259.bmp
images\channel13_202401291942492009653_@021377.bmp,masks\channel13_202401291942492009653_@021377.bmp
images\channel13_202401291942492009653_@021479.bmp,masks\channel13_202401291942492009653_@021479.bmp
